,Product_name,Product_Description,Price_of_Product,Reviews_of_the_Product
275,"Google Pixel 7 (Snow, 128 GB)","Google Pixel 7 (Snow, 128 GB)4.39,270 Ratings & 1,177 Reviews8 GB RAM | 128 GB ROM16.0 cm (6.3 inch) Full HD+ Display50MP + 12MP | 10.8MP Front Camera4270 mAh BatteryGoogle Tensor G2 ProcessorNA₹42,999₹59,99928% offFree deliveryTop Discount of the SaleUpto ₹37,000 Off on Exchange","₹42,999","4.39,270 Ratings & 1,177 Reviews"
276,"POCO X5 5G (Wildcat Blue, 256 GB)","SponsoredPOCO X5 5G (Wildcat Blue, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleUpto ₹11,300 Off on Exchange","₹14,999","4.213,135 Ratings & 980 Reviews"
277,"POCO X5 5G (Jaguar Black, 256 GB)","SponsoredPOCO X5 5G (Jaguar Black, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleUpto ₹11,300 Off on Exchange","₹14,999","4.213,135 Ratings & 980 Reviews"
278,"OPPO Reno10 Pro 5G (Silvery Grey, 256 GB)","OPPO Reno10 Pro 5G (Silvery Grey, 256 GB)4.37,274 Ratings & 883 Reviews12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 32MP + 8MP | 32MP Front Camera4600 mAh BatterySnapdragon 778G 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹39,999₹44,99911% offFree deliveryBig Saving DealUpto ₹39,000 Off on Exchange","₹39,999","4.37,274 Ratings & 883 Reviews"
279,"Google Pixel 7 (Lemongrass, 128 GB)","Google Pixel 7 (Lemongrass, 128 GB)4.39,270 Ratings & 1,177 Reviews8 GB RAM | 128 GB ROM16.0 cm (6.3 inch) Full HD+ Display50MP + 12MP | 10.8MP Front Camera4270 mAh BatteryGoogle Tensor G2 Processor1 Year Domestic Warranty₹42,999₹59,99928% offFree deliveryTop Discount of the SaleOnly 5 left","₹42,999","4.39,270 Ratings & 1,177 Reviews"
280,"OnePlus 11R 5G (Galactic Silver, 256 GB)","OnePlus 11R 5G (Galactic Silver, 256 GB)4.58,294 Ratings & 648 Reviews16 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessories₹44,980₹44,999Free deliverySave extra with combo offersOnly 1 left","₹44,980","4.58,294 Ratings & 648 Reviews"
281,"Google Pixel 7 (Obsidian, 128 GB)","Google Pixel 7 (Obsidian, 128 GB)4.39,270 Ratings & 1,177 Reviews8 GB RAM | 128 GB ROM16.0 cm (6.3 inch) Full HD+ Display50MP + 12MP | 10.8MP Front Camera4270 mAh BatteryGoogle Tensor G2 Processor1 Year Domestic Warranty₹42,999₹59,99928% offFree deliveryTop Discount of the SaleOnly few left","₹42,999","4.39,270 Ratings & 1,177 Reviews"
282,"Nothing Phone (2) (White, 256 GB)","Nothing Phone (2) (White, 256 GB)4.46,414 Ratings & 838 Reviews12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50 MP(OIS) +50MP | 32MP Front Camera4700 mAh Lithium ion BatteryQualcomm Snapdragon 8+ Gen 1 ProcessorLTPO AMOLED (1 Hz - 120 Hz)1 Year Manufacturing Warranty₹44,999₹54,99918% offFree deliveryFestive Best PriceUpto ₹35,000 Off on Exchange","₹44,999","4.46,414 Ratings & 838 Reviews"
283,"Nothing Phone (2) (Dark Grey, 256 GB)","Nothing Phone (2) (Dark Grey, 256 GB)4.46,414 Ratings & 838 Reviews12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50 MP(OIS) +50MP | 32MP Front Camera4700 mAh Lithium ion BatteryQualcomm Snapdragon 8+ Gen 1 ProcessorLTPO AMOLED (1 Hz - 120 Hz)1 Year Manufacturing Warranty₹44,999₹54,99918% offFree deliveryFestive Best PriceUpto ₹35,000 Off on Exchange","₹44,999","4.46,414 Ratings & 838 Reviews"
284,"APPLE iPhone 11 (White, 64 GB)","APPLE iPhone 11 (White, 64 GB)4.62,03,529 Ratings & 11,489 Reviews64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year₹43,900Free deliverySave extra with combo offersOnly 1 left","₹43,900","4.62,03,529 Ratings & 11,489 Reviews"
285,"Xiaomi 12 Pro 5G (Noir Black, 256 GB)","Xiaomi 12 Pro 5G (Noir Black, 256 GB)4.2850 Ratings & 98 Reviews12 GB RAM | 256 GB ROM17.09 cm (6.73 inch) Full HD+ Display50MP + 50MP + 50MP | 32MP Front Camera4600 mAh Lithium Polymer BatterySnapdragon 8 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹41,999₹84,99950% offFree deliveryTop Discount of the SaleOnly 3 left","₹41,999",4.2850 Ratings & 98 Reviews
286,"vivo V27 Pro 5G (Magic Blue, 256 GB)","vivo V27 Pro 5G (Magic Blue, 256 GB)4.41,313 Ratings & 147 Reviews12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP (OIS) + 8MP + 2MP | 50MP Front Camera4600 mAh BatteryMediatek Dimensity 8200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹42,999₹45,9906% offFree deliveryBig Saving DealOnly 1 left","₹42,999","4.41,313 Ratings & 147 Reviews"
287,"SAMSUNG Galaxy A73 5G (Awesome Gray, 128 GB)","SAMSUNG Galaxy A73 5G (Awesome Gray, 128 GB)4.21,810 Ratings & 225 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 12MP + 5MP + 5MP | 32MP Front Camera5000 mAh Li-ion BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box₹41,999₹47,49011% off","₹41,999","4.21,810 Ratings & 225 Reviews"
288,"vivo X80 (Cosmic Black, 128 GB)","vivo X80 (Cosmic Black, 128 GB)4.5895 Ratings & 155 Reviews8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 12MP + 12MP | 32MP Front Camera4500 mAh Lithium BatteryMediatek Dimensity 9000 Processor1 Year on Handset and 6 Months on Accessories₹39,998₹59,99933% offFree deliveryOnly 2 left","₹39,998",4.5895 Ratings & 155 Reviews
289,"vivo V25 Pro 5G (Sailing Blue, 256 GB)","vivo V25 Pro 5G (Sailing Blue, 256 GB)4.31,568 Ratings & 173 Reviews12 GB RAM | 256 GB ROM16.66 cm (6.56 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4830 mAh Lithium BatteryMediatek Dimensity 1300 ProcessorColor Changing Fluorite AG Glass Design120 Hz 3D Curve Display1 Year on Handset and 6 Months on Accessories₹32,485₹43,99926% offFree deliveryOnly few leftNo Cost EMI from ₹5,415/month","₹32,485","4.31,568 Ratings & 173 Reviews"
290,"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (OMG Black, 128 GB)4.261,706 Ratings & 4,311 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹12,490₹18,49032% offFree deliveryFestive Best PriceUpto ₹8,200 Off on Exchange","₹12,490","4.261,706 Ratings & 4,311 Reviews"
291,"POCO X5 5G (Supernova Green, 256 GB)","SponsoredPOCO X5 5G (Supernova Green, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleUpto ₹11,300 Off on Exchange","₹14,999","4.213,135 Ratings & 980 Reviews"
292,"OnePlus 10R 5G (Sierra Black, 256 GB)","OnePlus 10R 5G (Sierra Black, 256 GB)4.22,237 Ratings & 157 Reviews12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera4500 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories₹41,999₹42,9992% offFree deliveryOnly 2 leftNo Cost EMI from ₹7,000/month","₹41,999","4.22,237 Ratings & 157 Reviews"
293,"Tecno Phantom X2 Pro Retractable 50MP Portrait Lens (Mars Orange, 256 GB)","Tecno Phantom X2 Pro Retractable 50MP Portrait Lens (Mars Orange, 256 GB)4.132 Ratings & 6 Reviews12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 50MP + 13MP | 32MP Front Camera5160 mAh BatteryMediaTek Dimensity 9000 MT6983 ProcessorDomestic Warranty of 12 Months on Phone & 6 Months on Accessories₹44,871₹61,99927% offFree deliveryBig Saving DealOnly few left","₹44,871",4.132 Ratings & 6 Reviews
294,"SAMSUNG Galaxy A73 5G (Awesome Mint, 128 GB)","SAMSUNG Galaxy A73 5G (Awesome Mint, 128 GB)4.21,810 Ratings & 225 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 12MP + 5MP + 5MP | 32MP Front Camera5000 mAh Li-ion BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box₹41,990₹47,49011% offFree deliveryOnly 1 leftBank Offer","₹41,990","4.21,810 Ratings & 225 Reviews"
295,"vivo V23 Pro 5G (Stardust Black, 256 GB)","vivo V23 Pro 5G (Stardust Black, 256 GB)4.21,697 Ratings & 199 Reviews12 GB RAM | 256 GB ROM16.66 cm (6.56 inch) Full HD+ Display108MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera4300 mAh Lithium BatteryMediatek Dimensity 1200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹43,990₹45,9904% off","₹43,990","4.21,697 Ratings & 199 Reviews"
296,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)4.224,531 Ratings & 1,625 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹11,490₹17,49034% offFree deliveryFestive Best PriceUpto ₹8,000 Off on Exchange","₹11,490","4.224,531 Ratings & 1,625 Reviews"
297,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)4.261,706 Ratings & 4,311 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹12,490₹18,49032% offFree deliveryFestive Best PriceUpto ₹8,200 Off on Exchange","₹12,490","4.261,706 Ratings & 4,311 Reviews"
298,"OnePlus 10R 5G (Sierra Black, 256 GB)","OnePlus 10R 5G (Sierra Black, 256 GB)4.22,237 Ratings & 157 Reviews12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera4500 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories₹41,990₹42,9992% offFree deliveryOnly 2 leftNo Cost EMI from ₹6,999/month","₹41,990","4.22,237 Ratings & 157 Reviews"
299,"OnePlus 10R 5G (Sierra Black, 256 GB)","OnePlus 10R 5G (Sierra Black, 256 GB)4.22,237 Ratings & 157 Reviews12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories₹42,999Free deliveryOnly 1 leftNo Cost EMI from ₹7,167/month","₹42,999","4.22,237 Ratings & 157 Reviews"
300,"POCO X5 5G (Wildcat Blue, 256 GB)","SponsoredPOCO X5 5G (Wildcat Blue, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleUpto ₹11,300 Off on Exchange","₹14,999","4.213,135 Ratings & 980 Reviews"
301,"POCO X5 5G (Jaguar Black, 256 GB)","SponsoredPOCO X5 5G (Jaguar Black, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleUpto ₹11,300 Off on Exchange","₹14,999","4.213,135 Ratings & 980 Reviews"
302,"realme X50 Pro (Moss Green, 128 GB)","realme X50 Pro (Moss Green, 128 GB)4.48,728 Ratings & 1,237 Reviews8 GB RAM | 128 GB ROM16.36 cm (6.44 inch) Full HD+ Display64MP + 12MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera4200 mAh Battery5G PhoneQualcomm Snapdragon 865 Processor65W Superdart ChargeBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹29,999₹39,99925% offFree deliveryOnly 5 leftBank Offer","₹29,999","4.48,728 Ratings & 1,237 Reviews"
303,"SAMSUNG Galaxy A73 5G (Awesome Mint, 256 GB)","SAMSUNG Galaxy A73 5G (Awesome Mint, 256 GB)4.21,810 Ratings & 225 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display108MP + 12MP + 5MP + 5MP | 32MP Front Camera5000 mAh Li-ion BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box₹44,999₹49,9909% off","₹44,999","4.21,810 Ratings & 225 Reviews"
304,"APPLE iPhone 7 Plus (Gold, 128 GB)","APPLE iPhone 7 Plus (Gold, 128 GB)4.529,840 Ratings & 2,991 Reviews128 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year₹42,900","₹42,900","4.529,840 Ratings & 2,991 Reviews"
305,"APPLE iPhone 12 (White, 64 GB)","APPLE iPhone 12 (White, 64 GB)4.62,02,511 Ratings & 13,464 Reviews64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year₹39,999₹49,90019% offFree deliveryTop Discount of the SaleUpto ₹35,000 Off on Exchange","₹39,999","4.62,02,511 Ratings & 13,464 Reviews"
306,"APPLE iPhone 12 (Blue, 64 GB)","APPLE iPhone 12 (Blue, 64 GB)4.62,02,511 Ratings & 13,464 Reviews64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year₹39,999₹49,90019% offFree deliveryTop Discount of the SaleUpto ₹35,000 Off on Exchange","₹39,999","4.62,02,511 Ratings & 13,464 Reviews"
307,"APPLE iPhone 12 (Green, 64 GB)","APPLE iPhone 12 (Green, 64 GB)4.62,02,511 Ratings & 13,464 Reviews64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year₹39,999₹49,90019% offFree deliveryTop Discount of the SaleUpto ₹35,000 Off on Exchange","₹39,999","4.62,02,511 Ratings & 13,464 Reviews"
308,"APPLE iPhone 12 (Black, 64 GB)","APPLE iPhone 12 (Black, 64 GB)4.62,02,511 Ratings & 13,464 Reviews64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year₹39,999₹49,90019% offFree deliveryTop Discount of the SaleUpto ₹35,000 Off on Exchange","₹39,999","4.62,02,511 Ratings & 13,464 Reviews"
309,"Google Pixel 7a (Charcoal, 128 GB)","Google Pixel 7a (Charcoal, 128 GB)4.110,477 Ratings & 1,253 Reviews8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty₹35,999₹43,99918% offFree deliveryFestive Best PriceUpto ₹31,500 Off on Exchange","₹35,999","4.110,477 Ratings & 1,253 Reviews"
310,"Google Pixel 7a (Sea, 128 GB)","Google Pixel 7a (Sea, 128 GB)4.110,477 Ratings & 1,253 Reviews8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty₹35,999₹43,99918% offFree deliveryFestive Best PriceUpto ₹31,500 Off on Exchange","₹35,999","4.110,477 Ratings & 1,253 Reviews"
311,"Google Pixel 7a (Snow, 128 GB)","Google Pixel 7a (Snow, 128 GB)4.110,477 Ratings & 1,253 Reviews8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty₹35,999₹43,99918% offFree deliveryFestive Best PriceUpto ₹31,500 Off on Exchange","₹35,999","4.110,477 Ratings & 1,253 Reviews"
312,"SAMSUNG Galaxy S22 5G (Bora Purple, 128 GB)","SAMSUNG Galaxy S22 5G (Bora Purple, 128 GB)4.47,319 Ratings & 546 Reviews8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Display50MP Rear Camera3700 mAh BatterySnapdragon 8 Gen 1 Processor1 year on phone & 6 months on accessories₹39,999₹85,99953% offFree deliveryFestive Best PriceUpto ₹35,000 Off on Exchange","₹39,999","4.47,319 Ratings & 546 Reviews"
313,"SAMSUNG Galaxy A54 5G (Awesome Violet, 128 GB)","SAMSUNG Galaxy A54 5G (Awesome Violet, 128 GB)4.22,074 Ratings & 204 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1380, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹35,499₹41,99915% offFree deliveryTop Discount of the SaleUpto ₹33,000 Off on Exchange","₹35,499","4.22,074 Ratings & 204 Reviews"
314,"APPLE iPhone 11 (Black, 64 GB)","APPLE iPhone 11 (Black, 64 GB)4.62,03,529 Ratings & 11,489 Reviews64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year₹36,999₹43,90015% offFree deliveryTop Discount of the SaleOnly 1 left","₹36,999","4.62,03,529 Ratings & 11,489 Reviews"
315,"SAMSUNG Galaxy A54 5G (Awesome Violet, 256 GB)","SAMSUNG Galaxy A54 5G (Awesome Violet, 256 GB)4.22,074 Ratings & 204 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1380, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹37,499₹45,99918% offFree deliveryTop Discount of the SaleUpto ₹33,500 Off on Exchange","₹37,499","4.22,074 Ratings & 204 Reviews"
316,"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (OMG Black, 128 GB)4.261,706 Ratings & 4,311 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹12,490₹18,49032% offFree deliveryFestive Best PriceUpto ₹8,200 Off on Exchange","₹12,490","4.261,706 Ratings & 4,311 Reviews"
317,"POCO X5 5G (Supernova Green, 256 GB)","SponsoredPOCO X5 5G (Supernova Green, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleUpto ₹11,300 Off on Exchange","₹14,999","4.213,135 Ratings & 980 Reviews"
318,"OnePlus 10R (Forest Green, 128 GB)","OnePlus 10R (Forest Green, 128 GB)4.35,158 Ratings & 326 Reviews8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories₹27,498₹38,99929% offFree deliverySave extra with combo offersOnly few left","₹27,498","4.35,158 Ratings & 326 Reviews"
319,"vivo V27 5G (Magic Blue, 128 GB)","vivo V27 5G (Magic Blue, 128 GB)4.425,515 Ratings & 2,784 Reviews8 GB RAM | 128 GB ROM17.22 cm (6.78 Inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 50MP Front Camera4600 mAh BatteryMediatek Dimensity 7200 5G Processor1 Year Brand Warranty₹32,999₹36,99910% offFree deliveryBig Saving DealOnly few left","₹32,999","4.425,515 Ratings & 2,784 Reviews"
